1 108.612
1 108.658
1 108.701
1 108.476
1 108.515
1 108.553
1 108.588
1 108.623
1 108.656
1 108.687
1 108.717
1 108.746
1 108.774
1 108.8
1 108.826
1 108.851
1 108.875
1 108.898
1 108.921
1 108.942
1 108.963
1 108.984
1 109.004
1 109.023
1 109.042
1 108.797
1 108.815
1 108.833
1 108.851
1 108.868
1.0005 108.964
1.0005 108.983
1.0005 109.003
1.0005 108.757
1.0005 108.776
1.0005 108.794
1.0005 108.812
1.0005 108.83
1.0005 108.847
1.0005 108.864
1.0005 108.88
1.0005 108.897
1.0005 108.913
1.0005 108.929
1.0005 108.944
1.0005 108.96
1.0005 108.975
1.0005 108.99
1.0005 109.005
1.0005 109.019
1.0005 109.034
1.0005 109.048
1.0005 109.062
1.0005 109.076
1.0005 109.09
1.0005 108.841
1.0005 108.855
1.0005 108.869
1.0005 108.882
1.0005 108.896
1.001 109.465
1.001 109.458
1.001 109.452
1.001 109.187
1.001 109.183
1.001 109.179
1.001 109.176
1.001 109.174
1.001 109.173
1.001 109.172
1.001 109.172
1.001 109.172
1.001 109.173
1.001 109.175
1.001 109.177
1.001 109.179
1.001 109.182
1.001 109.186
1.001 109.189
1.001 109.194
1.001 109.198
1.001 109.203
1.001 109.208
1.001 109.214
1.001 109.22
1.001 108.964
1.001 108.97
1.001 108.977
1.001 108.984
1.001 108.991
1.0015 110.034
1.0015 110.005
1.0015 109.977
1.0015 109.698
1.0015 109.673
1.0015 109.651
1.0015 109.629
1.0015 109.609
1.0015 109.591
1.0015 109.573
1.0015 109.557
1.0015 109.543
1.0015 109.529
1.0015 109.516
1.0015 109.505
1.0015 109.494
1.0015 109.484
1.0015 109.476
1.0015 109.468
1.0015 109.461
1.0015 109.454
1.0015 109.449
1.0015 109.444
1.0015 109.44
1.0015 109.436
1.0015 109.174
1.0015 109.171
1.0015 109.17
1.0015 109.168
1.0015 109.168
1.002 110.554
1.002 110.51
1.002 110.467
1.002 110.18
1.002 110.142
1.002 110.106
1.002 110.072
1.002 110.04
1.002 110.009
1.002 109.98
1.002 109.953
1.002 109.928
1.002 109.904
1.002 109.881
1.002 109.859
1.002 109.839
1.002 109.82
1.002 109.802
1.002 109.785
1.002 109.77
1.002 109.755
1.002 109.741
1.002 109.728
1.002 109.716
1.002 109.705
1.002 109.438
1.002 109.428
1.002 109.419
1.002 109.411
1.002 109.403
1.0025 110.964
1.0025 110.911
1.0025 110.861
1.0025 110.571
1.0025 110.526
1.0025 110.483
1.0025 110.443
1.0025 110.404
1.0025 110.368
1.0025 110.334
1.0025 110.301
1.0025 110.27
1.0025 110.241
1.0025 110.213
1.0025 110.186
1.0025 110.161
1.0025 110.137
1.0025 110.115
1.0025 110.093
1.0025 110.073
1.0025 110.054
1.0025 110.035
1.0025 110.018
1.0025 110.002
1.0025 109.986
1.0025 109.717
1.0025 109.703
1.0025 109.69
1.0025 109.678
1.0025 109.666
1.003 111.272
1.003 111.215
1.003 111.163
1.003 110.875
1.003 110.828
1.003 110.783
1.003 110.741
1.003 110.701
1.003 110.664
1.003 110.628
1.003 110.595
1.003 110.562
1.003 110.532
1.003 110.503
1.003 110.476
1.003 110.45
1.003 110.425
1.003 110.401
1.003 110.379
1.003 110.358
1.003 110.337
1.003 110.318
1.003 110.3
1.003 110.282
1.003 110.265
1.003 109.999
1.003 109.984
1.003 109.969
1.003 109.955
1.003 109.942
1.0035 111.509
1.0035 111.454
1.0035 111.402
1.0035 111.12
1.0035 111.074
1.0035 111.031
1.0035 110.99
1.0035 110.952
1.0035 110.916
1.0035 110.883
1.0035 110.851
1.0035 110.821
1.0035 110.792
1.0035 110.765
1.0035 110.739
1.0035 110.715
1.0035 110.692
1.0035 110.67
1.0035 110.649
1.0035 110.629
1.0035 110.61
1.0035 110.592
1.0035 110.575
1.0035 110.559
1.0035 110.544
1.0035 110.282
1.0035 110.268
1.0035 110.255
1.0035 110.242
1.0035 110.23
1.004 111.703
1.004 111.652
1.004 111.604
1.004 111.328
1.004 111.286
1.004 111.247
1.004 111.21
1.004 111.175
1.004 111.143
1.004 111.113
1.004 111.085
1.004 111.058
1.004 111.033
1.004 111.009
1.004 110.987
1.004 110.966
1.004 110.947
1.004 110.928
1.004 110.91
1.004 110.894
1.004 110.878
1.004 110.863
1.004 110.849
1.004 110.836
1.004 110.824
1.004 110.569
1.004 110.557
1.004 110.547
1.004 110.537
1.004 110.527
1.0045 111.873
1.0045 111.826
1.0045 111.783
1.0045 111.515
1.0045 111.478
1.0045 111.444
1.0045 111.412
1.0045 111.382
1.0045 111.355
1.0045 111.329
1.0045 111.305
1.0045 111.283
1.0045 111.263
1.0045 111.244
1.0045 111.226
1.0045 111.209
1.0045 111.194
1.0045 111.179
1.0045 111.166
1.0045 111.153
1.0045 111.142
1.0045 111.131
1.0045 111.121
1.0045 111.112
1.0045 111.103
1.0045 110.856
1.0045 110.848
1.0045 110.842
1.0045 110.835
1.0045 110.83
1.005 112.027
1.005 111.986
1.005 111.949
1.005 111.69
1.005 111.658
1.005 111.629
1.005 111.603
1.005 111.578
1.005 111.556
1.005 111.536
1.005 111.517
1.005 111.5
1.005 111.484
1.005 111.47
1.005 111.456
1.005 111.445
1.005 111.434
1.005 111.424
1.005 111.415
1.005 111.407
1.005 111.399
1.005 111.393
1.005 111.387
1.005 111.382
1.005 111.378
1.005 111.139
1.005 111.135
1.005 111.133
1.005 111.13
1.005 111.128
1.0055 112.172
1.0055 112.137
1.0055 112.106
1.0055 111.855
1.0055 111.829
1.0055 111.806
1.0055 111.785
1.0055 111.766
1.0055 111.749
1.0055 111.734
1.0055 111.72
1.0055 111.708
1.0055 111.697
1.0055 111.687
1.0055 111.679
1.0055 111.671
1.0055 111.665
1.0055 111.66
1.0055 111.655
1.0055 111.651
1.0055 111.648
1.0055 111.645
1.0055 111.644
1.0055 111.642
1.0055 111.642
1.0055 111.411
1.0055 111.411
1.0055 111.412
1.0055 111.414
1.0055 111.415
1.006 112.309
1.006 112.281
1.006 112.256
1.006 112.014
1.006 111.994
1.006 111.976
1.006 111.96
1.006 111.946
1.006 111.934
1.006 111.924
1.006 111.915
1.006 111.907
1.006 111.901
1.006 111.896
1.006 111.891
1.006 111.888
1.006 111.886
1.006 111.884
1.006 111.883
1.006 111.883
1.006 111.883
1.006 111.884
1.006 111.886
1.006 111.888
1.006 111.891
1.006 111.667
1.006 111.671
1.006 111.675
1.006 111.679
1.006 111.684
1.0065 112.442
1.0065 112.419
1.0065 112.4
1.0065 112.166
1.0065 112.151
1.0065 112.139
1.0065 112.128
1.0065 112.119
1.0065 112.111
1.0065 112.105
1.0065 112.101
1.0065 112.097
1.0065 112.095
1.0065 112.093
1.0065 112.092
1.0065 112.093
1.0065 112.093
1.0065 112.095
1.0065 112.097
1.0065 112.1
1.0065 112.103
1.0065 112.107
1.0065 112.112
1.0065 112.116
1.0065 112.121
1.0065 111.904
1.0065 111.91
1.0065 111.916
1.0065 111.923
1.0065 111.929
1.007 112.57
1.007 112.553
1.007 112.539
1.007 112.313
1.007 112.303
1.007 112.295
1.007 112.288
1.007 112.283
1.007 112.28
1.007 112.278
1.007 112.276
1.007 112.276
