1	0.99904	0.0003008
1.01	0.87876	0
1.02	-0.99904	4.64e-05
1.03	0.92	8.8e-06
1.04	-0.99948	0.000256
1.05	0.99912	0.0004156
1.06	0.86972	1.28e-05
1.07	0.9984	3.36e-05
1.08	0.86432	1.72e-05
1.09	-0.99932	0.0004384
1.1	-0.99892	2.44e-05
1.11	0.99804	4e-06
1.12	-0.99912	1.4e-05
1.13	-0.99876	1.48e-05
1.14	-0.99836	1.16e-05
1.15	0.9982	1.8e-05
1.16	-0.9974	7.2e-06
1.17	-0.99784	8.4e-06
1.18	0.997	1.56e-05
1.19	0.99696	1.6e-06
1.2	-0.997	1.6e-05
1.21	0.99772	1e-05
1.22	-0.99648	2.36e-05
1.23	0.99628	6.4e-06
1.24	-0.99688	1.4e-05
1.25	-0.99576	4.12e-05
1.26	0.99456	1.64e-05
1.27	-0.99496	1.04e-05
1.28	-0.99512	1.28e-05
1.29	0.99388	5.6e-06
1.3	0.99488	1.24e-05
1.31	0.99476	1.16e-05
1.32	-0.994	2.96e-05
1.33	-0.9934	1.32e-05
1.34	-0.9948	1.24e-05
1.35	-0.99388	3.24e-05
1.36	0.99336	9.6e-06
1.37	0.99356	2.8e-06
1.38	0.9932	3.96e-05
1.39	-0.9912	5.64e-05
1.4	-0.9904	2.4e-06
1.41	0.99132	4.48e-05
1.42	-0.99276	2.64e-05
1.43	-0.98972	5.12e-05
1.44	-0.98944	4e-07
1.45	0.98972	3.64e-05
1.46	-0.988	2.76e-05
1.47	0.9882	3.2e-06
1.48	-0.9868	8.4e-06
1.49	0.98816	8e-06
1.5	-0.98716	3.44e-05
1.51	0.98668	4.44e-05
1.52	-0.98436	6.6e-05
1.53	0.9828	2.8e-06
1.54	-0.98436	3.96e-05
1.55	0.98492	1.84e-05
1.56	-0.9838	1.64e-05
1.57	-0.98356	1.12e-05
1.58	0.98324	5.08e-05
1.59	0.98112	6.84e-05
1.6	0.97836	0.0001024
1.61	-0.9732	2.48e-05
1.62	-0.97748	8.8e-06
1.63	0.9744	1.24e-05
1.64	-0.97716	1.44e-05
1.65	-0.97264	4e-06
1.66	0.97608	3.04e-05
1.67	-0.97508	9.16e-05
1.68	0.97016	1.6e-05
1.69	0.9752	7.04e-05
1.7	0.97544	7.92e-05
1.71	0.96792	0.0001208
1.72	0.96904	5.44e-05
1.73	0.96688	1.48e-05
1.74	-0.9674	3.84e-05
1.75	-0.96296	6.2e-05
1.76	-0.96476	6.8e-05
1.77	-0.96816	0.000118
1.78	-0.95556	0.0002396
1.79	0.94976	4.8e-05
1.8	0.95024	1.92e-05
1.81	-0.95172	0.0001512
1.82	-0.9628	5.88e-05
1.83	-0.95652	0.000302
1.84	-0.93776	1.08e-05
1.85	0.95664	4.8e-06
1.86	-0.9406	5.6e-05
1.87	-0.95492	9.2e-05
1.88	-0.93012	0.0001472
1.89	-0.94424	0.0001816
1.9	0.94984	5.96e-05
1.91	-0.9478	9.08e-05
1.92	0.943	0.0002516
1.93	0.9248	0.0001332
1.94	0.93344	2.68e-05
1.95	0.92664	8.76e-05
1.96	-0.92196	0.0001552
1.97	-0.9126	1.2e-06
1.98	-0.92652	6.08e-05
1.99	0.91132	0.0001884
2	0.9078	3.16e-05
2.01	-0.92	0.0001144
2.02	-0.91888	4.4e-05
2.03	0.9128	0.0003228
2.04	-0.88716	9.92e-05
2.05	0.90532	0.0001448
2.06	0.90588	2.16e-05
2.07	-0.90452	0.0001856
2.08	-0.8822	0.0002988
2.09	0.86852	0.0003316
2.1	0.842	4.28e-05
2.11	0.87272	0.0002788
2.12	-0.88	0.0001132
2.13	0.32352	6.88e-05
2.14	-0.8788	0.0002224
2.15	0.8244	0.0005108
2.16	-0.81508	6.92e-05
2.17	0.82	0.0003224
2.18	-0.86208	3.2e-05
2.19	0.04088	0.0003748
2.2	-0.58244	0.0002296
2.21	-0.81916	0.0002316
2.22	0.76624	0.0002564
2.23	0.77204	0.000202
2.24	0.81304	0.00027
2.25	0.80528	0.0001808
2.26	-0.7794	0.00036
2.27	-0.3488	0.0001256
2.28	-0.8088	0.000562
2.29	-0.58828	0.0002684
2.3	-0.14904	0.000346
2.31	-0.34128	0.0004244
2.32	-0.70148	0.0003424
2.33	0.57796	0.0002028
2.34	0.20412	0.0003628
2.35	0.0446	0.0002548
2.36	0.12448	0.0002232
2.37	0.67016	0.0001748
2.38	-0.38964	1.04e-05
2.39	-0.652	4.6e-05
2.4	0.50156	0.0002408
2.41	-0.06324	5.12e-05
