1.0	3.0	0.0010005003753127736
2.0	6.236	0.11223591626970786
3.0	9.208	0.20277537782939414
4.0	12.612	0.2908987419671626
5.0	15.872	0.37044952267326337
6.0	18.548	0.4432879427642938
7.0	21.416	0.5250281883847752
8.0	24.832	0.608234926427056
9.0	28.032	0.6760591926984133
10.0	30.82	0.7556683363980768
11.0	33.512	0.8175611672910267
12.0	36.412	0.8723664822076076
13.0	39.728	0.9495365372831284
14.0	42.624	1.0331650662183904
15.0	45.256	1.1030572057691272
16.0	47.416	1.14100343243692
17.0	49.824	1.1879243192174267
18.0	51.992	1.2728252118888972
19.0	55.128	1.3334232762456308
20.0	57.98	1.4374372423955843
21.0	60.888	1.4870288197310446
22.0	63.5	1.569689754673173
23.0	66.304	1.6534695478131853
24.0	69.324	1.74082667187216
25.0	72.2	1.8305121618756826
26.0	75.052	1.8913885498877931
27.0	78.224	1.9597322200684386
28.0	81.748	2.0400319179430078
29.0	83.936	2.103169804658488
30.0	86.956	2.215045030803774
31.0	90.016	2.2690448008596698
32.0	93.696	2.3755653842601134
33.0	96.656	2.4419838142274717
34.0	99.368	2.4729229514734006
35.0	102.36	2.5385134331829815
36.0	105.316	2.6115773931630812
37.0	107.952	2.726639003655648
38.0	110.056	2.7698586572207935
39.0	112.368	2.8580988970477073
40.0	115.656	2.931740228049678
41.0	118.464	3.0152632582440533
42.0	121.46	3.0749588244026542
43.0	124.6	3.1224845732060755
44.0	126.736	3.184120117854369
45.0	129.888	3.3038375866254084
46.0	133.564	3.352980223678689
47.0	136.768	3.44335110653022
48.0	140.42	3.5351606697519418
49.0	143.896	3.6159270059159248
50.0	145.92	3.6896231405007893
51.0	149.904	3.771229634609511
52.0	152.432	3.9001518637817894
53.0	155.048	3.9399046364784716
54.0	157.232	3.963713561951873
55.0	159.792	4.090540460288505
56.0	162.92	4.1351213801808555
57.0	165.408	4.198863654846629
58.0	169.756	4.348922348075392
59.0	172.328	4.397137618409871
60.0	175.584	4.442627587800249
61.0	178.848	4.5510808862547645
62.0	180.664	4.607623823762233
63.0	183.088	4.631876351386609
64.0	184.908	4.745859956079899
65.0	186.872	4.864799470676046
66.0	189.424	4.904741860354812
67.0	191.464	4.949546516067372
68.0	194.68	5.145458321796158
69.0	198.456	5.265048603840304
70.0	202.536	5.374263429662839
71.0	206.416	5.430600553011277
72.0	209.016	5.491876952049857
73.0	211.608	5.574201831837638
74.0	216.28	5.692288445585643
75.0	220.92	5.825695866789853
76.0	224.928	5.904706290102193
77.0	227.88	5.964533952059054
78.0	229.86	6.065599054659967
79.0	233.648	6.210623796684508
80.0	236.08	6.199496379171079
81.0	240.384	6.270338562604866
82.0	243.08	6.3707830347985
83.0	247.8	6.513025987013066
84.0	251.528	6.6154598876817
85.0	254.552	6.657362222965471
86.0	257.184	6.754847897185699
87.0	259.192	6.901351156388416
88.0	262.292	6.939125174991019
89.0	265.712	7.01237951928748
90.0	269.048	7.101379252179349
91.0	270.448	7.030947127771165
92.0	273.18	7.125026147151858
93.0	275.28	7.158155683749334
94.0	277.616	7.258618883237493
95.0	280.984	7.360369473252185
96.0	282.56	7.308672046759734
97.0	286.528	7.395129285763246
98.0	291.06	7.541926348954434
99.0	294.088	7.639639543090259
100.0	297.592	7.847307166523163
101.0	300.168	7.959387138443487
102.0	303.256	8.054315517935866
103.0	305.816	8.075218343505966
104.0	308.58	8.144929433425164
105.0	312.392	8.25715125711543
106.0	314.76	8.263942106473104
107.0	319.44	8.433389856070008
108.0	323.26	8.493864027998455
109.0	326.656	8.663475137926214
110.0	327.964	8.69095319118516
111.0	329.952	8.740546599089267
112.0	332.576	8.766162320298772
113.0	335.808	8.868860796507501
114.0	339.136	8.963514382991418
115.0	342.92	9.019740424054186
116.0	345.9	9.049288570027118
117.0	349.896	9.087878229527217
118.0	352.724	9.119131229364912
119.0	357.824	9.268035471744021
120.0	361.58	9.321395174972897
121.0	363.368	9.42714546655814
122.0	366.384	9.569419749302373
123.0	370.984	9.68128416105048
124.0	377.212	9.805687051632557
125.0	380.304	9.871523619105734
126.0	383.904	9.948791747807432
127.0	384.0	10.005600433759088
128.0	387.212	9.974540717171815
129.0	390.712	10.04699971430573
130.0	392.32	10.106599475241554
131.0	396.736	10.226503590166084
132.0	397.328	10.313672491225242
133.0	399.184	10.426280711426953
134.0	401.728	10.456982092864576
135.0	404.576	10.558387934707653
136.0	408.804	10.647144747549714
137.0	411.904	10.715958872567517
138.0	414.876	10.801985535794593
139.0	417.808	10.829681673121387
140.0	421.596	10.927326995164872
141.0	425.656	10.932840466441682
142.0	427.644	11.138947769938662
143.0	431.216	11.239128763358815
144.0	434.516	11.34947118769153
145.0	438.84	11.442308369416585
146.0	441.384	11.511780993644976
147.0	444.392	11.571030683871118
148.0	446.744	11.6477340359476
149.0	451.632	11.800166630539945
150.0	453.312	11.94285520495189
151.0	455.6	12.00805435403127
152.0	457.076	12.000225983190797
153.0	460.592	12.110205721564702
154.0	461.364	12.210258552459807
155.0	462.92	12.209019524833181
156.0	466.568	12.283177187430688
157.0	469.864	12.430522893402497
158.0	470.756	12.461992526146123
159.0	474.784	12.496748780145765
160.0	475.948	12.572832035838287
161.0	478.808	12.615226477359624
162.0	481.5	12.724889972994848
163.0	484.176	12.822626125905916
164.0	487.08	12.871391934454108
165.0	490.544	13.118015795172777
166.0	493.152	13.058160530965026
167.0	498.432	13.168494470615169
168.0	500.492	13.332049109925656
169.0	506.544	13.439375911436084
170.0	509.188	13.496657824381126
171.0	514.408	13.544287994327096
172.0	515.936	13.521737806114173
