  0.6360   0.7117
  0.6720   0.8173
  0.7080   0.9059
  0.7440   1.0070
  0.7800   1.1689
  0.8160   1.3247
  0.8520   1.4948
  0.8880   1.7984
  0.9240   1.9479
  0.9600   2.3613
  0.9960   2.7246
  1.0320   3.1890
  1.0680   3.7914
  1.1040   4.7145
  1.1400   5.5363
  1.1760   7.6957
  1.2120   8.8410
  1.2480  10.4842
  1.2840  17.1999
  1.3200  42.9215
  1.3560  79.3649
  1.3920 2052.5046
  1.4280 113.1577
  1.4640  17.5428
  1.5000  31.6050
  1.5360  13.5169
  1.5720  12.6610
  1.6080  13.9803
  1.6440  11.4551
  1.6800   8.9530
  1.7160   9.6085
  1.7520   8.3374
  1.7880   8.3729
  1.8240   8.9276
  1.8600   7.0982
  1.8960   8.0044
  1.9320   7.5464
  1.9680   7.6386
  2.0040   6.8151
  2.0400   6.5661
  2.0760   6.9010
  2.1120   6.7403
  2.1480   6.7769
  2.1840   6.6278
  2.2200   6.7596
  2.2560   6.8703
  2.2920   6.4527
  2.3280   6.5657
  2.3640   6.6952
