 -2.8000   2.1000
 -2.7834   2.1001
 -2.7668   2.1002
 -2.7502   2.1002
 -2.7335   2.1003
 -2.7168   2.1004
 -2.7001   2.1005
 -2.6833   2.1006
 -2.6665   2.1007
 -2.6496   2.1008
 -2.6327   2.1008
 -2.6157   2.1009
 -2.5987   2.1010
 -2.5816   2.1011
 -2.5645   2.1012
 -2.5474   2.1013
 -2.5302   2.1015
 -2.5129   2.1016
 -2.4956   2.1017
 -2.4783   2.1018
 -2.4608   2.1019
 -2.4434   2.1020
 -2.4259   2.1021
 -2.4083   2.1023
 -2.3906   2.1024
 -2.3729   2.1025
 -2.3552   2.1026
 -2.3373   2.1028
 -2.3195   2.1029
 -2.3015   2.1031
 -2.2835   2.1032
 -2.2654   2.1034
 -2.2472   2.1035
 -2.2290   2.1037
 -2.2106   2.1038
 -2.1923   2.1040
 -2.1738   2.1042
 -2.1552   2.1043
 -2.1366   2.1045
 -2.1178   2.1047
 -2.0990   2.1049
 -2.0801   2.1051
 -2.0611   2.1053
 -2.0420   2.1055
 -2.0228   2.1057
 -2.0035   2.1059
 -1.9841   2.1062
 -1.9646   2.1064
 -1.9449   2.1066
 -1.9252   2.1069
 -1.9053   2.1071
 -1.8853   2.1074
 -1.8652   2.1076
 -1.8449   2.1079
 -1.8245   2.1082
 -1.8039   2.1085
 -1.7832   2.1088
 -1.7624   2.1091
 -1.7413   2.1094
 -1.7201   2.1098
 -1.6988   2.1101
 -1.6772   2.1105
 -1.6555   2.1108
 -1.6335   2.1112
 -1.6114   2.1116
 -1.5890   2.1120
 -1.5664   2.1125
 -1.5435   2.1129
 -1.5204   2.1134
 -1.4971   2.1138
 -1.4734   2.1143
 -1.4495   2.1149
 -1.4252   2.1154
 -1.4007   2.1160
 -1.3757   2.1166
 -1.3504   2.1172
 -1.3247   2.1178
 -1.2986   2.1185
 -1.2720   2.1192
 -1.2449   2.1199
 -1.2173   2.1207
 -1.1891   2.1215
 -1.1603   2.1224
 -1.1309   2.1233
 -1.1006   2.1243
 -1.0696   2.1254
 -1.0377   2.1265
 -1.0048   2.1276
 -0.9707   2.1289
 -0.9354   2.1303
 -0.8986   2.1318
 -0.8601   2.1334
 -0.8196   2.1351
 -0.7767   2.1371
 -0.7309   2.1393
 -0.6813   2.1417
 -0.6267   2.1446
 -0.5651   2.1480
 -0.4925   2.1523
 -0.3983   2.1583
 -0.1737   2.1746
 -0.0818   2.1932
 -0.0109   2.2079
  0.0491   2.2206
  0.1022   2.2320
  0.1505   2.2424
  0.1951   2.2522
  0.2368   2.2615
  0.2761   2.2703
  0.3135   2.2788
  0.3492   2.2869
  0.3835   2.2948
  0.4166   2.3024
  0.4485   2.3098
  0.4795   2.3171
  0.5095   2.3241
  0.5388   2.3311
  0.5674   2.3378
  0.5953   2.3445
  0.6226   2.3510
  0.6493   2.3575
  0.6756   2.3638
  0.7013   2.3700
  0.7266   2.3762
  0.7515   2.3823
  0.7760   2.3883
  0.8001   2.3942
  0.8239   2.4001
  0.8474   2.4059
  0.8705   2.4116
  0.8934   2.4173
  0.9160   2.4229
  0.9383   2.4285
  0.9604   2.4340
  0.9823   2.4395
  1.0039   2.4449
  1.0253   2.4503
  1.0466   2.4557
  1.0676   2.4610
  1.0884   2.4663
  1.1091   2.4715
  1.1295   2.4767
  1.1499   2.4819
  1.1700   2.4870
  1.1900   2.4921
  1.2099   2.4972
  1.2296   2.5023
  1.2492   2.5073
  1.2686   2.5123
  1.2880   2.5172
  1.3072   2.5222
  1.3263   2.5271
  1.3452   2.5320
  1.3641   2.5369
  1.3828   2.5417
  1.4015   2.5465
  1.4200   2.5513
  1.4385   2.5561
  1.4568   2.5609
  1.4751   2.5656
  1.4933   2.5703
  1.5113   2.5751
  1.5293   2.5797
  1.5473   2.5844
  1.5651   2.5891
  1.5829   2.5937
  1.6006   2.5983
  1.6182   2.6029
  1.6357   2.6075
  1.6532   2.6121
  1.6706   2.6167
  1.6879   2.6212
  1.7052   2.6257
  1.7224   2.6302
  1.7396   2.6348
  1.7566   2.6392
  1.7737   2.6437
  1.7906   2.6482
  1.8076   2.6526
  1.8244   2.6571
  1.8412   2.6615
  1.8580   2.6659
  1.8747   2.6703
  1.8913   2.6747
  1.9080   2.6791
  1.9245   2.6835
  1.9410   2.6878
  1.9575   2.6922
  1.9739   2.6965
  1.9903   2.7009
  2.0066   2.7052
  2.0229   2.7095
  2.0392   2.7138
  2.0554   2.7181
  2.0715   2.7224
  2.0877   2.7266
  2.1038   2.7309
  2.1198   2.7352
  2.1358   2.7394
  2.1518   2.7437
