 -2.6382   2.3000
 -2.6221   2.3000
 -2.6060   2.3000
 -2.5898   2.3000
 -2.5736   2.3000
 -2.5573   2.3000
 -2.5410   2.3000
 -2.5246   2.3000
 -2.5082   2.3000
 -2.4917   2.2999
 -2.4752   2.2999
 -2.4587   2.2999
 -2.4421   2.2999
 -2.4254   2.2999
 -2.4087   2.2999
 -2.3919   2.2999
 -2.3751   2.2999
 -2.3582   2.2999
 -2.3412   2.2999
 -2.3242   2.2999
 -2.3072   2.2999
 -2.2900   2.2998
 -2.2728   2.2998
 -2.2556   2.2998
 -2.2383   2.2998
 -2.2209   2.2998
 -2.2034   2.2998
 -2.1859   2.2998
 -2.1682   2.2998
 -2.1506   2.2998
 -2.1328   2.2997
 -2.1149   2.2997
 -2.0970   2.2997
 -2.0790   2.2997
 -2.0609   2.2997
 -2.0427   2.2997
 -2.0245   2.2997
 -2.0061   2.2996
 -1.9876   2.2996
 -1.9691   2.2996
 -1.9504   2.2996
 -1.9316   2.2996
 -1.9128   2.2996
 -1.8938   2.2995
 -1.8747   2.2995
 -1.8555   2.2995
 -1.8362   2.2995
 -1.8167   2.2995
 -1.7971   2.2994
 -1.7774   2.2994
 -1.7576   2.2994
 -1.7376   2.2994
 -1.7174   2.2993
 -1.6972   2.2993
 -1.6767   2.2993
 -1.6561   2.2992
 -1.6353   2.2992
 -1.6144   2.2992
 -1.5933   2.2991
 -1.5719   2.2991
 -1.5504   2.2991
 -1.5287   2.2990
 -1.5068   2.2990
 -1.4846   2.2989
 -1.4622   2.2989
 -1.4396   2.2988
 -1.4167   2.2988
 -1.3936   2.2987
 -1.3702   2.2987
 -1.3464   2.2986
 -1.3224   2.2986
 -1.2981   2.2985
 -1.2734   2.2984
 -1.2483   2.2984
 -1.2228   2.2983
 -1.1970   2.2982
 -1.1707   2.2981
 -1.1439   2.2980
 -1.1167   2.2979
 -1.0889   2.2978
 -1.0605   2.2977
 -1.0315   2.2976
 -1.0018   2.2975
 -0.9714   2.2974
 -0.9402   2.2972
 -0.9082   2.2971
 -0.8751   2.2969
 -0.8410   2.2967
 -0.8056   2.2965
 -0.7689   2.2963
 -0.7305   2.2961
 -0.6904   2.2958
 -0.6481   2.2955
 -0.6032   2.2952
 -0.5552   2.2948
 -0.5031   2.2944
 -0.4458   2.2939
 -0.3809   2.2933
 -0.3042   2.2925
 -0.2046   2.2913
  0.0331   2.2881
  0.1318   2.2967
  0.2078   2.3032
  0.2722   2.3087
  0.3291   2.3135
  0.3807   2.3179
  0.4283   2.3219
  0.4728   2.3256
  0.5148   2.3291
  0.5546   2.3323
  0.5926   2.3355
  0.6291   2.3385
  0.6642   2.3413
  0.6981   2.3441
  0.7309   2.3468
  0.7627   2.3494
  0.7937   2.3519
  0.8239   2.3543
  0.8533   2.3567
  0.8821   2.3590
  0.9103   2.3613
  0.9379   2.3635
  0.9649   2.3657
  0.9915   2.3678
  1.0176   2.3699
  1.0433   2.3719
  1.0686   2.3739
  1.0935   2.3759
  1.1180   2.3779
  1.1422   2.3798
  1.1661   2.3817
  1.1896   2.3836
  1.2129   2.3854
  1.2359   2.3872
  1.2587   2.3890
  1.2811   2.3908
  1.3034   2.3925
  1.3254   2.3943
  1.3472   2.3960
  1.3688   2.3977
  1.3902   2.3994
  1.4114   2.4010
  1.4324   2.4027
  1.4532   2.4043
  1.4738   2.4059
  1.4943   2.4075
  1.5146   2.4091
  1.5348   2.4107
  1.5548   2.4123
  1.5747   2.4138
  1.5945   2.4153
  1.6141   2.4169
  1.6335   2.4184
  1.6529   2.4199
  1.6721   2.4214
  1.6912   2.4229
  1.7102   2.4244
  1.7291   2.4258
  1.7478   2.4273
  1.7665   2.4287
  1.7851   2.4302
  1.8035   2.4316
  1.8219   2.4330
  1.8402   2.4345
  1.8583   2.4359
  1.8764   2.4373
  1.8944   2.4387
  1.9123   2.4400
  1.9302   2.4414
  1.9479   2.4428
  1.9656   2.4442
  1.9832   2.4455
  2.0007   2.4469
  2.0182   2.4482
  2.0356   2.4496
  2.0529   2.4509
  2.0701   2.4522
  2.0873   2.4536
  2.1044   2.4549
  2.1215   2.4562
  2.1385   2.4575
  2.1554   2.4588
  2.1722   2.4601
  2.1890   2.4614
  2.2058   2.4627
  2.2225   2.4640
  2.2391   2.4653
  2.2557   2.4666
  2.2723   2.4678
  2.2887   2.4691
  2.3052   2.4704
  2.3216   2.4716
  2.3379   2.4729
  2.3542   2.4741
  2.3704   2.4754
  2.3866   2.4766
  2.4028   2.4779
  2.4189   2.4791
  2.4349   2.4803
  2.4509   2.4816
