 -6.7904   1.7000
 -6.7370   1.7000
 -6.6836   1.7000
 -6.6301   1.7000
 -6.5766   1.7000
 -6.5231   1.7000
 -6.4695   1.7000
 -6.4159   1.7000
 -6.3623   1.7000
 -6.3087   1.7000
 -6.2550   1.7000
 -6.2013   1.7000
 -6.1475   1.7000
 -6.0938   1.7000
 -6.0400   1.7000
 -5.9861   1.7000
 -5.9322   1.7000
 -5.8783   1.7000
 -5.8244   1.7000
 -5.7704   1.7000
 -5.7163   1.7001
 -5.6623   1.7001
 -5.6081   1.7001
 -5.5540   1.7001
 -5.4998   1.7001
 -5.4455   1.7001
 -5.3912   1.7001
 -5.3369   1.7001
 -5.2825   1.7001
 -5.2280   1.7001
 -5.1735   1.7001
 -5.1189   1.7001
 -5.0643   1.7001
 -5.0096   1.7001
 -4.9549   1.7002
 -4.9000   1.7002
 -4.8452   1.7002
 -4.7902   1.7002
 -4.7352   1.7002
 -4.6801   1.7002
 -4.6249   1.7002
 -4.5697   1.7003
 -4.5144   1.7003
 -4.4590   1.7003
 -4.4034   1.7003
 -4.3479   1.7004
 -4.2922   1.7004
 -4.2364   1.7004
 -4.1805   1.7005
 -4.1245   1.7005
 -4.0684   1.7005
 -4.0121   1.7006
 -3.9558   1.7006
 -3.8993   1.7007
 -3.8427   1.7007
 -3.7859   1.7008
 -3.7290   1.7008
 -3.6720   1.7009
 -3.6148   1.7010
 -3.5574   1.7010
 -3.4998   1.7011
 -3.4421   1.7012
 -3.3841   1.7013
 -3.3260   1.7014
 -3.2676   1.7015
 -3.2090   1.7017
 -3.1502   1.7018
 -3.0911   1.7020
 -3.0317   1.7021
 -2.9721   1.7023
 -2.9121   1.7025
 -2.8518   1.7027
 -2.7911   1.7029
 -2.7301   1.7032
 -2.6687   1.7035
 -2.6068   1.7038
 -2.5444   1.7041
 -2.4816   1.7045
 -2.4181   1.7049
 -2.3541   1.7054
 -2.2895   1.7059
 -2.2241   1.7065
 -2.1579   1.7071
 -2.0909   1.7078
 -2.0229   1.7086
 -1.9538   1.7095
 -1.8835   1.7105
 -1.8118   1.7116
 -1.7386   1.7129
 -1.6636   1.7144
 -1.5864   1.7161
 -1.5069   1.7180
 -1.4243   1.7203
 -1.3382   1.7229
 -1.2476   1.7261
 -1.1511   1.7300
 -1.0468   1.7348
 -0.9312   1.7410
 -0.7973   1.7494
 -0.6274   1.7624
 -0.2322   1.8040
 -0.0793   1.8691
  0.0406   1.9221
  0.1438   1.9691
  0.2367   2.0123
  0.3225   2.0528
  0.4029   2.0913
  0.4793   2.1283
  0.5525   2.1640
  0.6230   2.1987
  0.6913   2.2324
  0.7578   2.2655
  0.8226   2.2978
  0.8861   2.3296
  0.9483   2.3609
  1.0095   2.3918
  1.0697   2.4222
  1.1290   2.4523
  1.1876   2.4820
  1.2455   2.5114
  1.3028   2.5406
  1.3595   2.5695
  1.4156   2.5981
  1.4713   2.6265
  1.5266   2.6548
  1.5814   2.6828
  1.6358   2.7106
  1.6899   2.7383
  1.7437   2.7659
  1.7972   2.7932
  1.8503   2.8205
  1.9032   2.8476
  1.9559   2.8746
  2.0083   2.9014
  2.0605   2.9282
  2.1125   2.9548
  2.1643   2.9814
  2.2159   3.0078
  2.2673   3.0342
  2.3185   3.0605
  2.3696   3.0867
  2.4206   3.1128
  2.4714   3.1388
  2.5220   3.1648
  2.5725   3.1907
  2.6229   3.2165
  2.6732   3.2423
  2.7234   3.2680
  2.7734   3.2937
  2.8234   3.3193
  2.8732   3.3448
  2.9230   3.3703
  2.9727   3.3958
  3.0222   3.4212
  3.0717   3.4465
  3.1212   3.4718
  3.1705   3.4971
  3.2197   3.5223
  3.2689   3.5475
  3.3180   3.5726
  3.3671   3.5977
  3.4161   3.6228
  3.4650   3.6478
  3.5139   3.6728
  3.5627   3.6978
  3.6114   3.7227
  3.6601   3.7476
  3.7087   3.7725
  3.7573   3.7974
  3.8059   3.8222
  3.8544   3.8470
  3.9028   3.8718
  3.9512   3.8965
  3.9996   3.9212
  4.0479   3.9459
  4.0961   3.9706
  4.1444   3.9952
  4.1926   4.0199
  4.2407   4.0445
  4.2888   4.0691
  4.3369   4.0936
  4.3850   4.1182
  4.4330   4.1427
  4.4810   4.1672
  4.5289   4.1917
  4.5769   4.2162
  4.6248   4.2406
  4.6726   4.2651
  4.7205   4.2895
  4.7683   4.3139
  4.8160   4.3383
  4.8638   4.3627
  4.9115   4.3870
  4.9592   4.4114
  5.0069   4.4357
  5.0546   4.4600
  5.1022   4.4843
  5.1498   4.5086
  5.1974   4.5329
  5.2450   4.5572
